"","Year","Month","Day","Sampling Site","Depth","Conductivity (mmohs·cm-1)","pH (units)","Alkalinity (mg·L-1 as CaCO3)","Turbidity (NTU)","Color (PT units)","Calcium (mg·L-1)","Magnesium (mg·L-1)","Iron (mg·L-1)","Total Phosphorus (mg·L-1 as P)","Total Filterable Phosphorus (mg·L-1 as P)","Filterable Reactive Phosphorus (mg·L-1 as P)","Total Kjeldahl Nitrogen (mg·L-1 as N)","Ammonia (mg·L-1 as N)","Nitrate + Nitrite (mg·L-1 as N)","Reactive Silicon (mg·L-1 as Si)","Particulate Carbon (mg·L-1 as C)","Total Particulate Phosphorus (mg·L-1 as P)","Total Particulate Nitrogen (mg·L-1 as N)","N:P (atom ratio)"
"511",1985,6,13,"1",1,167,5.7,4,3.4,7.5,2.8,3.6,36,6.3,4.9,0.9,128.1,12.9,53.9,1048,86,4,NA,"69:1"
"512",1985,6,13,"1",66,208,5.6,2,1.4,8.7,3.9,3.6,24,3.8,4.2,1.8,58.7,7.2,64.1,1099,75,1.8,NA,"77:1"
"513",1985,6,13,"2",1,173,6.3,3,2.8,9.8,2.8,3.6,20,3.2,2.2,1,72.1,11.4,50.3,1048,54,3,NA,"91:1"
"514",1985,6,13,"2",66,208,6.3,6,2,10.9,3.9,3.6,21,2.8,1.9,1.2,58.7,15.8,66.7,1107,129,2,NA,"107:1"
"515",1985,6,13,"3",1,173,6.5,6,2,9.8,3.9,3.6,6,4.1,3.1,0.8,72.7,10.5,66.7,1048,251,2.5,NA,"81:1"
"516",1985,6,13,"3",66,207,6,3,1.6,NA,3.9,2.9,4,3,3.5,0.7,58,12.9,72.9,1090,100,1.5,NA,"104:1"
"517",1985,6,13,"4",1,179,5.7,2,2,7.5,3.9,3.6,6,3.3,5.8,1.2,72,14.3,44.1,1048,258,2.9,NA,"84:1"
"518",1985,6,13,"4",66,209,5.9,3,2.2,NA,3.9,2.9,6,2.7,4.4,1.7,44.7,12.4,67.2,1082,24,1.9,NA,"99:1"
"519",1985,6,25,"1",1,163,6.4,6,1.2,10.9,2.9,3.4,4,6.3,5.2,2.3,122.8,10.5,201.3,1013,115,9.1,NA,"123:1"
"520",1985,6,25,"1",66,208,6.5,6,3.8,9.8,3.8,4.8,20,4.8,4.6,1,59.8,7.9,72.4,1107,24,2.2,NA,"66:1"
"521",1985,6,25,"2",1,165,6.5,7,1.6,10.9,3.4,4.4,5,8.2,5.9,2.5,110.1,14.8,90.8,1090,133,5.7,NA,"58:1"
"522",1985,6,25,"2",66,210,6.5,6,2.4,8.7,3.8,3.4,20,3.2,5.5,1,55.4,9.1,105.7,1176,24,2.1,NA,"120:1"
"523",1985,6,25,"3",1,167,6.5,6,1.4,8.7,3.4,4.4,3,4.5,5.2,1.4,88.7,5.3,42.6,1099,133,3.3,NA,"70:1"
"524",1985,6,25,"3",66,207,6.6,7,1.4,9.8,2.9,4.4,3,5.3,17.9,0.8,112.8,5.3,68.2,1184,24,1.9,NA,"81:1"
"525",1985,6,25,"4",1,168,6.5,6,1,9.8,2.9,4.4,6,3.3,3.2,1.4,97,5.3,41,1030,183,2.9,NA,"100:1"
"526",1985,6,25,"4",66,209,6.6,7,1,15.4,3.8,5.3,3,2.2,5.6,3.8,78.1,5.3,60.5,1099,54,2,NA,"150:1"
"527",1985,7,16,"1",1,123,6.4,6,0.8,6.4,NA,NA,31,11.1,5.7,2.6,127.9,15.8,72.9,776,344,9.8,NA,"43:1"
"528",1985,7,16,"1",66,153,6.5,5,NA,13.2,NA,NA,35,4.1,15.3,8.5,48,15.3,72.4,1020,29,1.7,NA,"70:1"
"529",1985,7,16,"2",1,126,6.5,5,0.7,8.7,NA,NA,20,6.7,5.1,3.4,86.1,14.8,26.6,776,326,5.8,NA,"40:1"
"530",1985,7,16,"2",66,187,6.5,6,NA,22.2,NA,NA,41,3.5,29.3,NA,43.1,8.1,73.4,1132,100,2.4,NA,"79:1"
"531",1985,7,16,"3",1,133,6.5,3,1.1,9.8,NA,NA,33,5.7,5,1.5,100.1,3.6,11.8,907,341,3.8,NA,"47:1"
"532",1985,7,16,"3",66,185,6.4,5,NA,10.9,NA,NA,25,3.6,4.7,1.9,32.6,1.9,58.5,1067,197,2.2,NA,"60:1"
"533",1985,7,16,"4",1,131,6.4,7,1.2,24.5,NA,NA,55,9.9,17.3,14.5,76.7,4.8,17.9,957,298,3.7,NA,"23:1"
"534",1985,7,16,"4",66,185,6.5,6,NA,10.9,NA,NA,33,3,2.8,0.7,37.3,2.4,71.3,1010,47,1.8,NA,"86:1"
"535",1985,8,6,"1",1,113,6.4,6,1.1,6.4,NA,NA,17,8.2,3.2,0.7,102.1,10.5,45.1,629,326,6.2,NA,"43:1"
"536",1985,8,6,"1",66,169,6.3,6,NA,9.8,NA,NA,37,3.6,2.5,1.5,46.5,10,74.9,1048,24,2.2,NA,"80:2"
"537",1985,8,6,"2",1,113,6.3,5,0.6,6.4,NA,NA,20,8.9,4,1.8,110.9,7.7,13.3,701,387,7.1,NA,"33:1"
"538",1985,8,6,"2",66,183,6.3,7,NA,7.5,NA,NA,20,3.5,3.1,1.5,53.3,9.6,89.3,1020,NA,1.9,NA,"97:1"
"539",1985,8,6,"3",1,120,6.1,8,0.6,16.7,NA,NA,16,7.5,6.5,6,107.6,10.5,3.4,738,369,6,NA,"35:1"
"540",1985,8,6,"3",66,122,6.3,5,NA,8.7,NA,NA,14,3.9,2.9,0.8,47.9,10.5,71.8,1001,36,3.8,NA,"73:1"
"541",1985,8,6,"4",1,118,6.4,5,0.7,8.7,NA,NA,14,6.3,3.4,0.2,91.2,13.8,3.5,710,72,5.9,NA,"36:1"
"542",1985,8,6,"4",66,191,6.5,6,NA,8.7,NA,NA,14,3.9,2.8,1.2,89.9,14.8,60,982,32,4,NA,"92:1"
"543",1985,8,28,"1",1,90,6.6,6,0.6,7.5,NA,NA,16,7.7,3.9,2.9,94.8,10,24.1,795,122,6.9,NA,"37:1"
"544",1985,8,28,"1",66,178,6.6,6,NA,8.7,NA,NA,11,2.5,2.8,1.4,32.5,2.4,70.8,1048,24,4.9,NA,"99:1"
"545",1985,8,28,"2",1,102,6.6,6,0.6,8.7,NA,NA,11,5.7,3.5,1.7,86.6,7.2,17.4,757,197,7.6,NA,"44:1"
"546",1985,8,28,"2",66,181,6.6,7,NA,9.8,NA,NA,16,2.7,2.7,2,36.8,3.4,70.6,1048,72,4.7,NA,"95:1"
"547",1985,8,28,"3",1,104,6.5,7,0.6,8.7,2.4,1.5,12,5.7,3.8,2,56.5,8.6,12,1151,140,5.9,NA,"29:1"
"548",1985,8,28,"3",66,188,6.5,6,NA,8.7,NA,NA,14,NA,2.3,0.7,NA,4.8,96.5,1010,25,4.1,NA,NA
"549",1985,8,28,"4",1,101,6.7,6,0.6,7.5,NA,NA,16,6,3.5,2.5,94.7,6.7,11.8,729,151,4.9,NA,"42:1"
"550",1985,8,28,"4",66,169,6.5,7,NA,7.5,NA,NA,13,2,2.5,1.1,38.5,4.8,70.8,1001,24,4.2,NA,"130:1"
"551",1985,9,18,"1",1,103,6.5,7,0.8,8.7,NA,NA,51,8.9,3.7,2.1,90.4,4.1,14.6,896,129,6.8,NA,"28:1"
"552",1985,9,18,"1",66,210,6.6,7,NA,NA,NA,NA,65,4.3,2.6,1.8,33.6,1.1,69.6,1209,24,3.8,NA,"57:1"
"553",1985,9,18,"2",1,101,6.6,7,0.8,12.1,NA,NA,69,7.7,3.4,1.9,75.1,1.6,10.5,896,122,5.7,NA,"27:1"
"554",1985,9,18,"2",66,211,6.5,7,NA,NA,NA,NA,58,4.2,1.4,1.6,25.4,1.1,69.6,1165,126,4.2,NA,"54:1"
"555",1985,9,18,"3",1,113,6.6,7,0.6,12.1,NA,NA,57,5.4,3,1.5,76.8,4.1,34,896,158,4.8,NA,"49:1"
"556",1985,9,18,"3",66,217,6.5,7,NA,NA,NA,NA,43,3,2.5,1.1,42.9,1.1,83.3,1139,29,4.6,NA,"100:1"
"557",1985,9,18,"4",1,116,6.6,7,0.6,12.1,NA,NA,51,4.2,3.3,1.3,74,4.6,19.7,904,75,4.9,NA,"53:1"
"558",1985,9,18,"4",66,209,6.5,7,NA,NA,NA,NA,43,2.6,2.7,1.4,35.2,1.8,72.4,1139,24,3.7,NA,"99:1"
"559",1985,10,10,"1",1,119,6.4,6,2,4.2,2.5,1.7,42,7.8,2.6,1.3,72.9,3.7,40.1,963,115,3.8,NA,"35:1"
"560",1985,10,10,"1",66,216,6.3,6,NA,NA,3.4,4.4,37,4.2,2.1,1.3,36.3,1.4,72.7,1181,24,5.8,NA,"62:1"
"561",1985,10,10,"2",1,124,6.6,7,1.4,6.4,3.4,2.4,37,6.7,2.3,1.4,61.5,1.8,35,971,32,4.6,NA,"34:1"
"562",1985,10,10,"2",66,215,6.5,7,NA,NA,3.4,3.1,25,3.5,2.1,1.5,34.5,1.1,71.6,1154,158,4,NA,"72:1"
"563",1985,10,11,"3",1,125,6.5,7,1.2,7.5,2.5,2.4,32,5.2,2.2,1.5,64.2,1.1,44.1,971,75,5.1,NA,"50:1"
"564",1985,10,11,"3",66,214,6.3,7,NA,NA,3.4,3.8,19,2.7,0.9,1.1,36.9,1.1,70.6,1137,24,4,NA,"95:1"
"565",1985,10,11,"4",1,125,6.5,7,1.6,7.5,3.4,2.4,31,5.6,1.9,1.1,78.4,1.4,33.54,971,24,5,NA,"48:1"
"566",1985,10,11,"4",66,201,6.4,7,NA,NA,3.4,3.8,19,3.4,0.8,1,31.4,1.1,70.6,963,24,3.7,NA,"72:1"
"567",1985,10,29,"1",1,109,6.2,6,0.6,7.5,2.7,2,5,4.2,2.5,0.9,63.2,21.1,58.9,1006,285,6.6,NA,"69:1"
"568",1985,10,29,"1",66,206,6.5,7,NA,17.7,3.2,3.3,11,2.3,1.5,1.2,32.6,5.4,70.3,1173,102,0.9,NA,"107:1"
"569",1985,10,29,"2",1,126,6.4,5,0.4,8.7,2.7,2.3,13,3.6,2,1,74.3,18,33.5,1023,146,1.4,NA,"71:1"
"570",1985,10,29,"2",66,199,6.1,7,NA,NA,3.2,3.6,7,2.3,1.3,0.9,32.6,19.1,64,1094,80,1.1,NA,"100:1"
"571",1985,10,31,"3",1,127,6.2,6,0.5,8.7,3.2,1.6,15,4.4,2.1,1.3,60.7,23.1,36.1,997,140,1.4,NA,"53:1"
"572",1985,10,31,"3",66,211,6.2,7,NA,NA,3.2,4,5,3.6,1.4,0.6,43.3,19.6,74.1,1138,109,1.4,NA,"78:1"
"573",1985,10,31,"4",1,126,6.2,6,NA,7.5,2.7,2.3,15,5.9,2.8,0.6,55.8,23.1,26.9,988,150,1.7,NA,"33:1"
"574",1985,10,31,"4",66,211,6.3,6,NA,NA,3.2,4,6,2.3,1.5,0.7,39.1,22.6,64,1129,NA,1.2,NA,"107:1"
"575",1985,12,11,"1",1,170,6.3,6,0.7,6.4,3.2,4,12,3.6,3.6,1.7,48.7,14.1,48.7,1146,71,1.7,NA,"65:1"
"576",1985,12,11,"1",66,181,6.3,5,NA,NA,2.7,4,14,3.2,2.4,1.8,35.8,20.1,64,1164,279,1.2,NA,"74:1"
"577",1985,12,11,"2",1,165,6.8,1,0.6,6.4,2.7,3,10,3,2.1,1.3,41.2,12,51.3,1102,49,1.3,NA,"74:1"
"578",1985,12,11,"2",66,169,6.5,4,NA,NA,2.7,3.3,13,2.3,2.5,1.5,36.4,13.5,61.5,1102,301,2.8,NA,"102:1"
"579",1985,12,12,"3",1,183,6.5,7,0.5,9.8,3.2,2.6,6,3.8,2.5,1.4,49.8,14,48.7,838,68,1.1,NA,"62:1"
"580",1985,12,12,"3",66,182,6.2,7,NA,NA,2.7,3.3,5,3.8,2,1,39.1,15.6,58.9,1164,68,2.1,NA,"62:1"
"581",1985,12,12,"4",1,162,6.3,6,0.5,6.4,2.7,2.6,3,3.7,2.5,0.9,55.6,14,33.5,1094,24,2.1,NA,"57:1"
"582",1985,12,12,"4",66,177,6.2,6,NA,NA,2.7,3.3,6,3.4,2,1.1,45.9,20.1,53.8,1147,64,1.8,NA,"70:1"
"583",1984,4,16,"1",1,190,7,10,0.2,12.1,3.2,3,20,3.1,1.3,1,39,33.1,26.4,977,24,0.8,NA,"50:1"
"584",1984,4,16,"1",66,211,6.9,10,0.3,10.9,3.2,4.3,19,1.7,2.2,1.2,45.2,7.8,38,943,24,1,NA,"117:1"
"585",1984,4,16,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",1984,4,16,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",1984,4,16,"3",1,204,6.9,9,0.3,12.1,2.2,4.3,17,1.6,2,1.7,54.6,5.9,13.8,949,24,1.1,NA,"102:1"
"588",1984,4,16,"3",66,206,6.8,10,0.2,12.1,3.2,3.6,25,2.9,1,1,37.4,4.5,31.9,936,24,0.8,NA,"57:1"
"589",1984,4,16,"4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",1984,4,16,"4",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",1984,5,9,"1",1,189,6.8,9,0.3,9.8,3.2,3.6,19,2.1,1.7,1.3,33.6,11.1,37.5,964,47,1.9,NA,"81:1"
"592",1984,5,9,"1",66,213,6.7,8,0.2,12.1,3.2,3.6,17,1.6,1.6,1.9,36.9,8.7,15.8,974,24,1.1,NA,"79:1"
"593",1984,5,9,"2",1,204,6.9,9,0.3,10.9,3.2,3.6,17,1.8,1.3,1.3,27.1,10.1,20.4,962,24,0.8,NA,"63:1"
"594",1984,5,9,"2",66,212,6.6,8,0.2,8.7,3.2,3.6,18,2.5,1.7,1.7,36.8,19.1,16.1,942,24,0.6,NA,"51:1"
"595",1984,5,11,"3",1,200,6.7,9,0.2,10.9,3.2,3.6,31,3.2,1.7,1.3,58.5,9.2,19.9,960,41,1.1,NA,"58:1"
"596",1984,5,11,"3",66,214,6.8,10,0.3,10.9,4.3,4.3,21,2.8,2,1.3,35.2,8.7,52.3,944,24,0.8,NA,"75:1"
"597",1984,5,11,"4",1,202,6.8,9,0.3,9.8,4.3,3.6,20,2.9,2.2,0.6,51,6.3,13.8,919,24,1.1,NA,"53:1"
"598",1984,5,11,"4",66,213,6.6,11,0.3,14.3,3.2,3,17,2.9,1.8,1.5,45.4,6.3,23.4,953,24,0.9,NA,"57:1"
"599",1984,5,29,"3",1,213,6.6,7,0.3,10.9,2.8,0.2,15,NA,1.5,2.1,NA,7.8,25.9,905,37,0.8,NA,NA
"600",1984,5,29,"3",66,212,6.6,8,0.3,9.8,3.5,3.5,14,2.3,4.4,2,33.8,18.9,30.6,922,24,2.4,NA,"67:1"
"601",1984,5,29,"4",1,196,6.1,7,0.4,8.7,3.5,2.8,6,2.8,2.3,2.1,47.7,26.5,23.9,900,30,NA,NA,"61:1"
"602",1984,5,29,"4",66,215,6.4,7,0.3,10.9,3.5,3.5,9,2.5,1.3,0.7,42.4,11.5,18.6,927,24,1.1,NA,"58:1"
"603",1984,5,31,"1",1,186,6.6,9,0.3,8.7,2.8,2.1,16,2.6,1.1,1,42.4,6.3,14.3,834,37,1,NA,"52:1"
"604",1984,5,31,"1",66,211,6.3,5,0.3,9.8,3.5,2.8,NA,2.1,0.9,0.9,19.2,14.6,31.9,1090,24,0.8,NA,"58:1"
"605",1984,5,31,"2",1,175,6.5,5,0.3,10.9,3.5,2.1,20,2.7,1.3,1.3,47.8,25,24.4,869,24,1.2,NA,"64:1"
"606",1984,5,31,"2",66,209,6.4,8,0.4,13.2,4.2,2.8,12,2.4,1.9,1.6,47.7,17.7,29.9,927,95,1.8,NA,"77:1"
"607",1984,6,20,"3",1,180,6.5,3,0.5,10.9,3.5,3.5,5,3.1,1.3,1.3,55.8,25.7,15.6,856,24,1.8,NA,"55:1"
"608",1984,6,20,"3",66,214,6.5,6,1.1,7.5,3.5,1.2,3,3.3,1.6,1.1,40.7,6.1,19.6,909,133,1.9,NA,"44:1"
"609",1984,6,20,"4",1,177,6.6,9,0.8,9.8,2.8,1.5,3,2.5,1.3,1.2,58,8.2,14.5,856,24,1.5,NA,"69:1"
"610",1984,6,20,"4",66,213,6.5,7,0.5,9.8,4.9,2.8,4,2.7,1,1.1,33.9,5.9,39.7,913,54,1.3,NA,"65:1"
"611",1984,6,22,"1",1,174,6.4,9,0.6,12.1,3.5,2.8,10,9.1,2.9,2.7,118.5,19.8,21.1,856,24,5.1,NA,"37:1"
"612",1984,6,22,"1",66,217,6.5,7,0.4,9.8,2.8,2.8,28,4.1,1.4,1.4,32.3,6.6,21.1,927,68,1.4,NA,"31:1"
"613",1984,6,22,"2",1,168,6.4,6,0.4,5.3,2.8,2.8,6,5.8,0.7,0.7,79.7,13.9,10.5,838,24,4.4,NA,"37:1"
"614",1984,6,22,"2",66,213,6.3,7,2.9,8.7,3.5,3.5,8,3,1.4,1.6,23.1,11.1,35,922,30,2.2,NA,"46:1"
"615",1984,7,14,"1",1,156,6.4,6,1.3,7.5,2.8,2.8,3,11.5,2.5,1.5,122.9,12.8,19.6,838,NA,NA,NA,"28:1"
"616",1984,7,14,"1",66,215,6.6,5,0.4,9.8,3.5,2.8,3,1.7,1.2,1.1,25.6,5.4,38.5,918,24,1.6,NA,"90:1"
"617",1984,7,14,"2",1,163,6.4,9,0.6,NA,3.5,3.5,3,7.2,NA,NA,72.9,NA,NA,767,24,6.4,NA,NA
"618",1984,7,14,"2",66,215,6.4,5,0.4,7.5,3.5,0.2,3,7.3,2.2,1.4,87.3,6.3,10,909,92,2.8,NA,"32:1"
"619",1984,7,15,"3",1,NA,NA,NA,0.6,12.1,2.8,3.5,3,4.1,3.9,3.1,46.5,10.4,26.4,807,24,3,NA,"42:1"
"620",1984,7,15,"3",66,218,6.3,6,0.4,9.8,3.5,2.8,3,3.2,4.7,0.8,26.2,7.6,18.6,918,140,1.1,NA,"33:1"
"621",1984,7,15,"4",1,161,6.2,4,0.6,8.7,3.5,2.8,3,2.8,2.2,1.9,65.6,9.5,11.3,798,24,2.7,NA,"65:1"
"622",1984,7,15,"4",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",1984,7,31,"1",1,144,6.1,5,1.2,8.7,1.8,3.8,15,8.5,3.1,1.7,111.1,31.6,7.6,772,150,8.4,NA,"33:1"
"624",1984,7,31,"1",66,209,6.3,5,0.8,7.5,3.7,2.1,15,2.2,2.3,1.3,29.9,10.2,30.9,998,24,1.3,NA,"34:1"
"625",1984,7,31,"2",1,145,6.4,4,2.2,8.7,2.2,3.8,20,6.8,1.8,1.3,100.6,7,6.33,754,232,6.4,NA,"38:1"
"626",1984,7,31,"2",66,207,6.3,5,1.8,9.8,2.7,5,7,4.3,1.6,0.9,60.6,6,33.5,930,24,1.7,NA,"52:1"
"627",1984,8,3,"3",1,143,6.4,6,1.2,8.7,1.8,3.8,13,8.1,1.8,0.8,125.3,3.6,5,723,200,3.3,NA,"38:1"
"628",1984,8,3,"3",66,213,6.4,5,1.6,9.8,2.7,4.6,17,2.4,1.1,1.1,40.3,2.8,27.2,888,24,2.2,NA,"67:1"
"629",1984,8,3,"4",1,144,6.4,5,2,6.4,1.8,2.9,38,6.7,1.9,1.2,113.6,13.1,5,729,151,5.3,NA,"42:1"
"630",1984,8,3,"4",66,211,6.4,5,1.8,9.8,2.2,4.6,19,1.8,1.4,1.9,42.9,3.8,49.2,998,24,2.3,NA,"122:1"
"631",1984,8,22,"1",1,127,6,4,1.4,8.7,1.8,1.7,19,10.9,3.7,2.5,147.4,11,18.9,754,141,7.9,NA,"36:1"
"632",1984,8,22,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",1984,8,22,"2",1,129,6.1,5,1.4,10.9,1.8,2.1,27,10.5,3.9,3.5,145,2.3,3.4,772,NA,7.9,NA,"34:1"
"634",1984,8,22,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",1984,8,23,"3",1,132,6.4,7,2.9,10.9,1.8,2.9,19,14.2,9.7,2.6,122.2,8.2,3.4,754,128,5.4,NA,"21:1"
"636",1984,8,23,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",1984,8,23,"4",1,134,6.4,5,3.4,9.8,2.7,3.8,12,8.6,3,1,134.5,3.8,3.4,760,161,4.5,NA,"38:1"
"638",1984,8,23,"4",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",1984,9,11,"3",1,126,6.3,5,1.8,13.2,1.8,2.9,57,8.8,3.6,1.7,111.6,9.2,27.6,778,72,NA,NA,"38:1"
"640",1984,9,11,"3",66,214,6.9,4,1.4,9.8,2.2,4.6,11,2.4,2.5,1.9,43.3,5.7,46.1,912,24,1.3,NA,"89:1"
"641",1984,9,11,"4",1,124,6.5,4,4.2,13.2,1.8,3.8,20,8.1,5.2,1.5,66.6,9.7,16.4,760,66,3.9,NA,"24:1"
"642",1984,9,11,"4",66,213,6.4,6,3.2,9.8,1.8,4.6,19,1.9,3.5,2.8,40.7,2.8,49.2,912,24,NA,NA,"113:1"
"643",1984,9,12,"1",1,128,6.4,6,1.2,13.2,3.4,2.5,23,19.3,9,5.4,159.6,23.2,25.2,910,164,1.7,NA,"23:1"
"644",1984,9,12,"1",66,217,6.5,6,1.2,6.4,2.3,3,19,4.5,3.8,3.2,58.1,11.9,59.3,1097,24,NA,NA,"62:1"
"645",1984,9,12,"2",1,130,6.4,5,0.6,8.7,2.5,3,21,7.4,4.2,2.5,65.4,7.7,26.5,902,135,8.2,NA,"30:1"
"646",1984,9,12,"2",66,216,6.6,6,0.5,13.2,2.5,3.8,17,4.3,3.6,2.2,46.7,9.2,65,1089,24,3.9,NA,"62:1"
"647",1984,10,2,"3",1,131,6.3,5,1.9,12.1,2,2.3,19,6.8,2.9,1.7,79.8,10.6,32.1,924,24,3.8,NA,"39:1"
"648",1984,10,2,"3",66,214,6.5,6,0.6,12.1,3.4,2.3,16,2.5,2,2.2,42.5,4.8,53.5,1075,24,1.5,NA,"92:1"
"649",1984,10,2,"4",1,134,6.5,5,2.3,12.1,3.4,2.3,17,8.1,5.2,1.4,87.6,7.5,34.1,913,24,1.4,NA,"36:1"
"650",1984,10,2,"4",66,214,6.4,6,1.6,8.7,4.4,2.3,13,2.2,1.9,1.2,44.1,5.7,63.3,1075,24,NA,NA,"116:1"
"651",1984,10,4,"1",1,127,6.4,5,1.1,10.9,3.4,3,24,7,4.3,1.9,88.5,9.9,34.1,942,362,3.9,NA,"42:1"
"652",1984,10,4,"1",66,217,6.4,6,2.2,9.8,4.4,3,20,2.6,2.2,1.9,48,12.8,53.5,1114,266,1.6,NA,"93:1"
"653",1984,10,4,"2",1,131,6.5,6,1.1,13.2,2.5,3,20,7.7,3.3,2.3,102.6,14.4,35,936,346,3.8,NA,"43:1"
"654",1984,10,4,"2",66,215,6.4,6,1.3,12.1,1.5,5.2,17,4.9,1.2,1.5,56.4,9.9,55.5,1089,189,1.3,NA,"54:1"
"655",1984,10,23,"3",1,143,6.4,6,0.6,17.7,2.5,2.3,27,5,4,4,60,8.4,12.8,979,108,3.4,NA,"35:1"
"656",1984,10,23,"3",66,228,6.5,6,0.6,10.9,5.3,1.9,15,3.7,2,1.8,34.7,7.5,70.9,1101,86,1.3,NA,"68:1"
"657",1984,10,23,"4",1,146,6.3,5,1.3,12.1,3.4,2.3,55,5.3,4.3,1.7,54.6,10.1,47.1,983,134,4.5,NA,"46:1"
"658",1984,10,23,"4",66,231,6.5,7,1.8,12.1,4.4,2.3,14,3.2,4.6,3.3,32.3,8.4,69.4,1077,100,1.9,NA,"76:1"
"659",1984,10,31,"1",1,157,6.5,6,1.5,12.1,4.4,2.2,28,4.6,3.3,1.4,50.3,7.7,50.1,1311,47,2.2,NA,"52:1"
"660",1984,10,31,"1",66,257,6.3,5,3.2,9.8,4.4,4.1,36,5.1,3.4,1.9,54.2,7.5,62.8,1390,24,1.8,NA,"55:1"
"661",1984,10,31,"2",1,163,6.5,7,2.4,10.9,3.4,4.1,22,5.6,3.8,1.7,60.6,8.8,40.9,1298,40,4.5,NA,"43:1"
"662",1984,10,31,"2",66,242,6.4,6,2.4,9.8,4.4,1.6,15,4.9,2.2,1.2,100.2,6.6,66,1377,24,2.4,NA,"81:1"
"663",1984,11,15,"3",1,154,6.6,7,1.1,13.2,4.4,2.2,39,5.4,3.8,3.1,59.7,12.6,32.4,1305,47,2.2,NA,"41:1"
"664",1984,11,15,"3",66,209,6.6,7,2.1,33.5,6.3,3.5,15,3.6,7.6,9,41.2,11.9,58.9,1344,24,1.3,NA,"66:1"
"665",1984,11,15,"4",1,161,6.5,6,1.1,14.3,4.4,3.5,25,5.2,3.9,3,54.3,15.3,45.5,1291,41,2.2,NA,"46:1"
"666",1984,11,15,"4",66,224,6.5,7,1.7,10.9,3.4,4.1,25,3.6,2.6,1.9,42.3,10.8,61.8,1344,41,1.1,NA,"69:1"
"667",1984,11,20,"1",1,155,6.6,7,2.2,9.8,3.4,3.5,27,6.1,5.5,1.8,56.5,9,48.2,1318,74,2.6,NA,"41:1"
"668",1984,11,20,"1",66,214,6.6,7,1.9,33.5,4.4,3.5,27,4.6,7.3,8,47.2,11.3,61.3,1311,24,2.6,NA,"56:1"
"669",1984,11,20,"2",1,166,6.5,7,2.1,13.2,4.4,2.8,21,4.5,3.2,2.4,51.6,11.5,53.5,1298,38,2,NA,"56:1"
"670",1984,11,20,"2",66,219,6.5,7,1.6,10.9,3.4,4.1,26,4.3,1.8,1.4,59.7,10.8,63.5,1331,24,1.3,NA,"68:1"
"671",1984,12,21,"1",1,178,6.6,15,1.4,4.2,3.9,1.1,23,7.5,4.5,1.7,34.7,4.1,63.5,1107,355,3.5,NA,"31:1"
"672",1984,12,21,"1",66,203,6.2,14,1.1,NA,3.9,2.4,22,4.2,3.3,1.3,27,10.9,60.4,1128,151,2.5,NA,"50:1"
"673",1984,12,21,"2",1,186,6.3,13,0.6,22.2,5.7,2.4,9,3.7,3.1,6.8,32,10.1,61.5,1133,136,2.4,NA,"60:1"
"674",1984,12,21,"2",66,187,6.3,11,1.4,NA,3.9,2.4,8,3.6,3.5,6.5,35.2,6.4,61.5,1133,247,1.3,NA,"64:1"
"675",1984,12,21,"3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",1984,12,21,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",1984,12,21,"4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",1984,12,21,"4",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",1983,4,18,"1",1,226,6.8,25,NA,NA,3.3,5.1,43,2.6,1.7,0.7,48.5,1.1,48,890,196,1.3,NA,"3.7090277777777776"
"680",1983,4,18,"1",66,231,6.6,8,NA,NA,3.3,7.8,38,2,1.1,0.6,33.5,1.1,64.8,921,93,1,NA,"4.8756944444444441"
"681",1983,4,18,"2",1,147,6.7,14,NA,NA,2.4,5.1,59,2.6,1.5,0.7,41.4,21.2,47.8,890,134,1.7,NA,"3.4173611111111111"
